A	Coef	t	p.value	p.value.adj	F	F.p.value	trtTpo-trtTdu
1.65	-0.266	-0.75	0.47041	0.553088	0.56	0.47041	0
6.05	-0.113	-0.86	0.40864	0.49317	0.75	0.40864	0
6.04	0.043	0.49	0.63752	0.70384	0.24	0.63752	0
2.59	0.435	2.73	0.02193	0.041638	7.43	0.02193	1
1.13	1.928	6.48	8e-05	0.000419	42	8e-05	1
6.39	-0.556	-6.6	7e-05	0.000375	43.52	7e-05	-1
4.14	-0.771	-6.35	1e-04	0.000478	40.36	1e-04	-1
1.83	0.509	2.44	0.03572	0.06285	5.94	0.03572	0
2.04	0.276	1.15	0.27814	0.35801	1.32	0.27814	0
2.53	-0.548	-3.87	0.00332	0.008509	14.94	0.00332	-1
5.86	-0.138	-1.45	0.17786	0.245733	2.11	0.17786	0
0.12	-0.412	-1.46	0.17527	0.242693	2.14	0.17527	0
2.56	0.042	0.21	0.83857	0.874788	0.04	0.83857	0
3.74	1.752	14.44	0	3e-06	208.53	0	1
6	-3.407	-37.69	0	0	1420.42	0	-1
1.84	-0.014	-0.07	0.94705	0.959727	0	0.94705	0
9.84	0.327	4.85	0.00074	0.002425	23.53	0.00074	1
6.29	-0.232	-3.21	0.00964	0.020732	10.33	0.00964	-1
3.25	0.48	2.48	0.03327	0.05927	6.15	0.03327	0
5.53	0.064	0.8	0.44026	0.525276	0.65	0.44026	0
4.65	-0.614	-5.06	0.00054	0.001887	25.64	0.00054	-1
7.12	-0.254	-2.55	0.02967	0.053789	6.49	0.02967	0
6.63	0.221	2.95	0.01504	0.030153	8.7	0.01504	1
7.52	-1.236	-14.1	0	3e-06	198.9	0	-1
3.74	0.372	2.73	0.02167	0.041225	7.47	0.02167	1
3.86	0.837	6.69	6e-05	0.000342	44.81	6e-05	1
6.7	0.272	2.5	0.03242	0.057956	6.23	0.03242	0
-0.43	-0.492	-1.65	0.13131	0.190594	2.72	0.13131	0
3.73	-0.955	-5.1	0.00052	0.001812	25.99	0.00052	-1
1.01	-0.67	-3.14	0.01085	0.022959	9.88	0.01085	-1
3.75	-0.736	-5.22	0.00044	0.001573	27.21	0.00044	-1
9.65	-0.012	-0.18	0.85993	0.891579	0.03	0.85993	0
5.07	-0.633	-5.91	0.00017	0.000747	34.95	0.00017	-1
0.59	-0.168	-0.76	0.46485	0.547799	0.58	0.46485	0
3.32	-0.949	-5.47	0.00031	0.001185	29.94	0.00031	-1
5.87	0.531	6.3	1e-04	0.000505	39.65	1e-04	1
6.63	-0.818	-8.64	1e-05	6.7e-05	74.62	1e-05	-1
4.94	-0.434	-3.72	0.00421	0.010324	13.83	0.00421	-1
0.22	0.114	0.36	0.72516	0.779101	0.13	0.72516	0
4.07	-0.14	-1.19	0.26226	0.340067	1.42	0.26226	0
6.24	0.261	2.44	0.03562	0.062698	5.95	0.03562	0
3.69	-0.178	-1.59	0.14295	0.204734	2.54	0.14295	0
2.31	1.987	6.6	7e-05	0.000373	43.6	7e-05	1
1.83	0.375	1.49	0.16845	0.234703	2.22	0.16845	0
0.05	0.225	0.64	0.53867	0.616569	0.41	0.53867	0
1.4	0.13	0.61	0.55653	0.632199	0.37	0.55653	0
0.94	0.653	2.79	0.01954	0.037747	7.81	0.01954	1
4.6	-0.32	-1.39	0.19695	0.267311	1.92	0.19695	0
4.74	1.053	6.45	9e-05	0.000432	41.6	9e-05	1
1.02	-0.017	-0.06	0.95525	0.966355	0	0.95525	0
6.89	-0.261	-3.44	0.00663	0.01515	11.84	0.00663	-1
1	-0.182	-0.66	0.52581	0.604966	0.43	0.52581	0
0.17	-0.557	-1.6	0.14095	0.202416	2.57	0.14095	0
3.62	0.36	2.86	0.01744	0.034294	8.19	0.01744	1
2.19	-0.172	-0.89	0.3947	0.479048	0.79	0.3947	0
-0.68	-0.083	-0.27	0.78919	0.833184	0.08	0.78919	0
3.64	-0.097	-0.42	0.68443	0.744847	0.18	0.68443	0
5.95	-0.085	-1.02	0.33473	0.418415	1.03	0.33473	0
5.73	0.248	3.13	0.01108	0.023373	9.81	0.01108	1
5.99	0.19	2.44	0.03536	0.062354	5.97	0.03536	0
4.9	0.563	5.85	0.00018	0.000798	34.18	0.00018	1
7.64	0.057	0.75	0.47234	0.555054	0.56	0.47234	0
2.14	1.529	8.38	1e-05	8.2e-05	70.15	1e-05	1
6.62	0.656	9.62	0	3.4e-05	92.58	0	1
7.4	-0.626	-9.79	0	3e-05	95.86	0	-1
3.05	-0.21	-1.03	0.32594	0.408921	1.07	0.32594	0
0.72	-0.592	-2.59	0.02771	0.050835	6.7	0.02771	0
0.02	0.194	0.59	0.56774	0.642268	0.35	0.56774	0
6.5	-0.387	-5.38	0.00035	0.001311	28.91	0.00035	-1
4.19	0.874	8.7	1e-05	6.4e-05	75.75	1e-05	1
3.83	-0.162	-1.24	0.24397	0.320558	1.54	0.24397	0
1.52	0.843	4.28	0.00174	0.004946	18.31	0.00174	1
8.35	0.02	0.22	0.83261	0.870008	0.05	0.83261	0
6.72	-0.448	-5.1	0.00051	0.001811	25.99	0.00051	-1
4.17	0.946	8.24	1e-05	9.1e-05	67.87	1e-05	1
4.91	0.404	3.85	0.00339	0.008639	14.85	0.00339	1
3.41	1.01	6.49	8e-05	0.000415	42.12	8e-05	1
0.73	0.966	4	0.00267	0.007101	16.04	0.00267	1
6.32	0.497	7.07	4e-05	0.000241	49.94	4e-05	1
5.82	0.195	2.23	0.05092	0.084866	4.96	0.05092	0
5.24	-0.045	-0.52	0.61675	0.685517	0.27	0.61675	0
7.6	-0.445	-4.49	0.00126	0.00378	20.15	0.00126	-1
3.21	-0.484	-3.52	0.00585	0.013664	12.37	0.00585	-1
8.96	-0.783	-11.66	0	1e-05	136	0	-1
5.83	1.11	12.56	0	6e-06	157.83	0	1
4.08	-0.945	-7.13	4e-05	0.000227	50.81	4e-05	-1
0.73	0.875	3.65	0.00469	0.011308	13.34	0.00469	1
6.69	0.543	6.09	0.00013	0.000622	37.1	0.00013	1
4.28	1.491	13.84	0	4e-06	191.42	0	1
9.97	-0.543	-4	0.0027	0.007166	15.98	0.0027	-1
4.37	1.103	1.4	0.19416	0.264149	1.95	0.19416	0
7.46	0.239	2.56	0.02888	0.05263	6.57	0.02888	0
1.75	1.507	5.6	0.00026	0.001037	31.37	0.00026	1
3.77	1.498	11.84	0	9e-06	140.24	0	1
5.58	-0.188	-2.18	0.05538	0.091412	4.74	0.05538	0
2.56	-0.334	-2.06	0.06733	0.107939	4.24	0.06733	0
4.19	0.247	2.37	0.04035	0.069702	5.6	0.04035	0
2.48	-0.674	-3.78	0.00383	0.009543	14.27	0.00383	-1
6.55	0.212	2.35	0.04115	0.070739	5.54	0.04115	0
0.2	-0.116	-0.35	0.73642	0.788802	0.12	0.73642	0
2.26	-0.614	-2.9	0.01624	0.032199	8.43	0.01624	-1
2.46	2.171	10.49	0	2e-05	110.14	0	1
1.89	-1.214	-5.95	0.00016	0.000716	35.43	0.00016	-1
3.86	-0.435	-2.55	0.02972	0.053871	6.48	0.02972	0
6.57	-0.225	-3.21	0.00979	0.021005	10.27	0.00979	-1
5.12	-0.151	-1.1	0.29621	0.377538	1.22	0.29621	0
7.33	-0.155	-1.66	0.12926	0.188046	2.75	0.12926	0
1.66	1.597	5.95	0.00016	0.000717	35.42	0.00016	1
3.5	1.092	9.18	0	4.5e-05	84.18	0	1
4.08	0.63	5.89	0.00017	0.00076	34.73	0.00017	1
1.03	-2.004	-6.25	0.00011	0.000527	39.04	0.00011	-1
4.2	-0.256	-2.29	0.04549	0.077121	5.26	0.04549	0
2.91	-0.314	-1.49	0.16934	0.235674	2.21	0.16934	0
3.33	-0.675	-4.2	0.00197	0.005515	17.61	0.00197	-1
0.79	-0.048	-0.17	0.86636	0.896853	0.03	0.86636	0
6.02	0.55	5.57	0.00027	0.001067	31.06	0.00027	1
2.26	-0.196	-1.17	0.26981	0.348697	1.37	0.26981	0
2.76	-0.569	-3.23	0.00946	0.020398	10.41	0.00946	-1
4.8	-0.203	-2.02	0.07235	0.114753	4.07	0.07235	0
3.44	0.474	3.17	0.01032	0.021984	10.07	0.01032	1
4.76	0.682	6.1	0.00013	0.000617	37.21	0.00013	1
8.8	0.093	1.24	0.244	0.320558	1.54	0.244	0
6.21	0.358	4.95	0.00064	0.002165	24.46	0.00064	1
3.14	0.7	3.71	0.00427	0.010455	13.76	0.00427	1
5.1	-0.968	-10.71	0	1.7e-05	114.69	0	-1
6.55	0.87	9.55	0	3.6e-05	91.26	0	1
0.77	-0.479	-1.63	0.13587	0.196442	2.65	0.13587	0
5.48	-0.161	-1.91	0.08586	0.132336	3.66	0.08586	0
1.48	-0.685	-3.63	0.00489	0.011715	13.15	0.00489	-1
4.45	0.085	0.75	0.47382	0.556303	0.56	0.47382	0
0.74	-0.279	-0.98	0.34965	0.433142	0.97	0.34965	0
7.19	-0.301	-4.19	0.002	0.005577	17.54	0.002	-1
2.64	3.231	14.59	0	3e-06	212.87	0	1
1.83	0.021	0.11	0.91691	0.934684	0.01	0.91691	0
1.4	-0.426	-1.59	0.1447	0.206685	2.52	0.1447	0
4.11	0.092	0.7	0.49869	0.579636	0.49	0.49869	0
4.19	-0.192	-1.44	0.18231	0.250932	2.06	0.18231	0
5.11	-0.056	-0.61	0.55806	0.633293	0.37	0.55806	0
1.45	-0.374	-1.88	0.09091	0.138963	3.52	0.09091	0
5.37	0.709	8.56	1e-05	7.1e-05	73.22	1e-05	1
6.68	-0.077	-0.98	0.34972	0.43317	0.97	0.34972	0
2.85	-0.453	-3.26	0.00897	0.019553	10.61	0.00897	-1
3.16	1.516	8.83	1e-05	5.8e-05	77.91	1e-05	1
6.31	0.117	1.41	0.18864	0.257983	2	0.18864	0
5.65	-0.32	-3.59	0.0052	0.012345	12.88	0.0052	-1
1.67	-0.117	-0.58	0.57818	0.651387	0.33	0.57818	0
1.42	0.562	2.58	0.02791	0.051145	6.68	0.02791	0
1.95	0	0	0.99835	0.998815	0	0.99835	0
6.02	0.563	7.32	3e-05	0.000191	53.61	3e-05	1
1.38	-2.779	-11.32	0	1.2e-05	128.16	0	-1
3.51	-0.074	-0.57	0.58326	0.656287	0.32	0.58326	0
3.21	2.592	15.79	0	2e-06	249.22	0	1
8.55	-0.184	-2.71	0.02266	0.042798	7.33	0.02266	-1
6.83	-0.583	-7.85	2e-05	0.000123	61.62	2e-05	-1
0.02	-0.568	-2.34	0.04197	0.071984	5.49	0.04197	0
3.65	-0.362	-2.49	0.03273	0.058424	6.2	0.03273	0
0.35	0.752	1.74	0.11376	0.168389	3.02	0.11376	0
6.01	-0.423	-4.73	0.00088	0.0028	22.38	0.00088	-1
-0.17	-0.306	-0.67	0.52139	0.600719	0.44	0.52139	0
5.95	-0.636	-4.97	0.00062	0.002106	24.7	0.00062	-1
0.94	-0.531	-1.85	0.09454	0.143652	3.43	0.09454	0
4.05	0.403	2.96	0.01482	0.029774	8.75	0.01482	1
1.63	0.005	0.02	0.98247	0.987283	0	0.98247	0
0.21	0.578	2.15	0.0579	0.094899	4.62	0.0579	0
3.12	0.161	0.91	0.38495	0.46935	0.83	0.38495	0
5.21	-0.028	-0.24	0.814	0.854408	0.06	0.814	0
3.32	-0.127	-0.92	0.3821	0.466309	0.84	0.3821	0
5.49	-0.569	-2.28	0.04635	0.078383	5.21	0.04635	0
5.72	-0.031	-0.32	0.75885	0.807881	0.1	0.75885	0
6.06	-0.196	-2.4	0.03794	0.066089	5.77	0.03794	0
3.49	1.278	7.33	3e-05	0.000189	53.78	3e-05	1
1.88	-0.566	-2.55	0.02934	0.053318	6.52	0.02934	0
0.72	-0.439	-1.74	0.11292	0.16741	3.04	0.11292	0
6.85	-0.102	-0.93	0.37553	0.459789	0.86	0.37553	0
1.77	-0.303	-1.43	0.18451	0.253417	2.04	0.18451	0
1.62	-0.547	-2.64	0.0254	0.047245	6.97	0.0254	-1
2.93	-0.731	-5.5	0.00029	0.001151	30.26	0.00029	-1
3.09	2.115	13.65	0	4e-06	186.4	0	1
6.8	-0.338	-4.1	0.0023	0.006263	16.79	0.0023	-1
3.5	-1.561	-9.11	0	4.7e-05	83.02	0	-1
3.12	1.743	11.49	0	1.1e-05	132.1	0	1
5.17	2.462	21.5	0	0	462.2	0	1
1.33	0.231	0.98	0.35199	0.435425	0.96	0.35199	0
7.77	1.346	15.06	0	2e-06	226.79	0	1
3.33	-1.02	-5.93	0.00017	0.000736	35.12	0.00017	-1
4.88	-0.68	-6.2	0.00012	0.000553	38.48	0.00012	-1
3.15	1.077	7.18	4e-05	0.000218	51.52	4e-05	1
6.35	-0.254	-2.91	0.01601	0.031806	8.48	0.01601	-1
5.07	-1.287	-12.17	0	8e-06	148.14	0	-1
1.93	-0.288	-1.18	0.26684	0.345292	1.39	0.26684	0
7.42	-0.142	-1.88	0.0906	0.138678	3.53	0.0906	0
4.65	-0.088	-0.86	0.41151	0.496229	0.74	0.41151	0
-0.24	-0.033	-0.1	0.92346	0.940099	0.01	0.92346	0
5.17	0.458	3.87	0.00331	0.008482	14.96	0.00331	1
7.99	-0.159	-2.05	0.06798	0.108803	4.22	0.06798	0
0.02	-0.254	-0.69	0.5055	0.586342	0.48	0.5055	0
0.46	0.978	4.05	0.00247	0.006644	16.42	0.00247	1
3.03	-0.914	-6.55	7e-05	0.000389	42.97	7e-05	-1
7.6	-0.465	-4.67	0.00095	0.002999	21.85	0.00095	-1
5.46	0.441	5.27	0.00041	0.001484	27.74	0.00041	1
3.49	0.775	3.48	0.00625	0.014407	12.09	0.00625	1
6.33	0.271	3.15	0.01072	0.022724	9.93	0.01072	1
7.46	-0.301	-3.68	0.00452	0.010958	13.51	0.00452	-1
6.02	-0.225	-2.11	0.06236	0.101289	4.44	0.06236	0
6.52	0.081	0.96	0.35993	0.443777	0.92	0.35993	0
8.38	-0.057	-0.91	0.38395	0.468296	0.83	0.38395	0
2.39	0.793	1.86	0.09368	0.142607	3.45	0.09368	0
0.7	0.695	2.41	0.03753	0.06543	5.8	0.03753	0
8.33	-0.508	-7.21	3e-05	0.000212	51.95	3e-05	-1
7.12	-0.389	-3.66	0.00464	0.011213	13.38	0.00464	-1
4.84	-0.629	-6.83	5e-05	0.000301	46.6	5e-05	-1
4.46	-0.301	-1.43	0.18544	0.254501	2.03	0.18544	0
7.25	-0.374	-5.17	0.00046	0.001662	26.74	0.00046	-1
1.14	-0.601	-2.51	0.03171	0.05683	6.29	0.03171	0
5.54	-0.482	-4.95	0.00064	0.002157	24.5	0.00064	-1
5.91	-0.767	-7.99	1e-05	0.00011	63.85	1e-05	-1
6.44	-0.206	-2.91	0.01614	0.032038	8.45	0.01614	-1
6.33	-0.11	-1.24	0.2441	0.32061	1.54	0.2441	0
4.27	0.043	0.32	0.75338	0.802944	0.1	0.75338	0
4.1	1.878	18.46	0	1e-06	340.88	0	1
0.52	-0.175	-0.61	0.55274	0.62883	0.38	0.55274	0
1.15	-2.552	-10.92	0	1.5e-05	119.25	0	-1
4.02	0.828	6.18	0.00012	0.000568	38.18	0.00012	1
5.45	-0.135	-1.18	0.26615	0.344702	1.39	0.26615	0
5.64	-1.583	-8.19	1e-05	9.4e-05	67.1	1e-05	-1
4.6	-0.19	-1.06	0.31499	0.398021	1.12	0.31499	0
7.62	1.187	16.85	0	1e-06	284.09	0	1
4.13	-0.393	-3.68	0.00447	0.010869	13.55	0.00447	-1
6.57	1.146	9.31	0	4.2e-05	86.6	0	1
7.39	-0.23	-3.15	0.01069	0.022688	9.94	0.01069	-1
4.16	-0.247	-1.63	0.13492	0.195299	2.66	0.13492	0
9.4	1.22	12.94	0	5e-06	167.38	0	1
0.49	-0.433	-1.74	0.11329	0.167841	3.03	0.11329	0
5.02	-0.409	-2.6	0.02728	0.050202	6.74	0.02728	0
7.89	-0.471	-7.35	3e-05	0.000188	53.96	3e-05	-1
5.39	0.018	0.19	0.85582	0.888616	0.03	0.85582	0
4.1	-0.372	-2.6	0.02708	0.049869	6.77	0.02708	-1
9.66	-0.188	-1.57	0.14953	0.212383	2.45	0.14953	0
5.05	0.273	2.79	0.01975	0.038111	7.77	0.01975	1
1.71	-0.015	-0.07	0.94263	0.955971	0.01	0.94263	0
1.34	-0.721	-2.46	0.03432	0.060808	6.06	0.03432	0
-0.08	0.095	0.2	0.84353	0.878497	0.04	0.84353	0
4.47	4.234	27.68	0	0	766.09	0	1
6.02	-0.206	-0.8	0.44105	0.525974	0.65	0.44105	0
6.29	-0.131	-1.21	0.25476	0.332	1.47	0.25476	0
-0.34	0.051	0.17	0.86732	0.897405	0.03	0.86732	0
2.77	0.627	3.26	0.00889	0.019408	10.65	0.00889	1
5.65	-0.287	-2.99	0.01402	0.028436	8.95	0.01402	-1
10.29	0.509	0.79	0.4459	0.530342	0.63	0.4459	0
3.46	0.572	4.15	0.00211	0.005827	17.24	0.00211	1
5.69	-0.529	-6.72	6e-05	0.000333	45.17	6e-05	-1
4.73	-0.439	-3.15	0.01072	0.022724	9.93	0.01072	-1
2.06	-0.627	-2.66	0.0245	0.045764	7.08	0.0245	-1
8.7	0.625	0.99	0.34481	0.428632	0.99	0.34481	0
6.95	0.162	2.28	0.04667	0.078851	5.19	0.04667	0
8.24	0.583	7.26	3e-05	0.000201	52.76	3e-05	1
0.55	0.866	2.56	0.02919	0.053082	6.54	0.02919	0
2.23	-0.562	-1.43	0.18438	0.253261	2.04	0.18438	0
1.32	-0.183	-0.78	0.45623	0.540098	0.6	0.45623	0
1.58	1.469	6.21	0.00012	0.00055	38.55	0.00012	1
0.39	-1.232	-4.38	0.0015	0.004361	19.16	0.0015	-1
7.31	1.994	8.99	1e-05	5.1e-05	80.88	1e-05	1
0.82	-0.919	-4.17	0.00207	0.005725	17.36	0.00207	-1
1.78	-0.556	-3.1	0.01167	0.024388	9.61	0.01167	-1
3.41	-0.581	-4.93	0.00066	0.002212	24.27	0.00066	-1
2.18	-0.365	-1.5	0.16669	0.232705	2.24	0.16669	0
6.3	0.373	5.03	0.00057	0.001955	25.32	0.00057	1
2.58	-0.483	-2.95	0.01493	0.029964	8.73	0.01493	-1
6.18	0.267	2.77	0.02021	0.03888	7.7	0.02021	1
2.68	0.907	5.52	0.00029	0.001129	30.47	0.00029	1
0.03	0.036	0.11	0.91597	0.933902	0.01	0.91597	0
2.61	-3.034	-3.44	0.00669	0.015246	11.8	0.00669	-1
1.18	-1.135	-4.5	0.00123	0.003723	20.28	0.00123	-1
6.28	0.572	7.92	2e-05	0.000116	62.8	2e-05	1
5.6	0.132	1.69	0.12372	0.181133	2.84	0.12372	0
1.4	0.466	1.55	0.15325	0.216635	2.4	0.15325	0
5.54	-0.484	-4.86	0.00073	0.002404	23.6	0.00073	-1
1.1	0.198	0.88	0.39958	0.483761	0.78	0.39958	0
6.43	0.499	6.25	0.00011	0.000526	39.07	0.00011	1
4.11	-0.81	-7.68	2e-05	0.000142	58.91	2e-05	-1
0.85	-0.179	-0.55	0.59489	0.666003	0.3	0.59489	0
3.73	0.095	0.56	0.59076	0.662838	0.31	0.59076	0
6.37	0.484	7.16	4e-05	0.000222	51.23	4e-05	1
7.21	-0.317	-4.55	0.00115	0.003517	20.68	0.00115	-1
0.92	-0.494	-1.99	0.07534	0.11862	3.97	0.07534	0
1.15	-0.303	-0.82	0.43391	0.51891	0.67	0.43391	0
6.96	0.405	5.61	0.00025	0.00103	31.45	0.00025	1
6.03	0.23	2.78	0.02015	0.038784	7.71	0.02015	1
6.01	-0.056	-0.74	0.47745	0.559703	0.55	0.47745	0
0.88	0.374	1.28	0.23153	0.306852	1.63	0.23153	0
2.2	-0.249	-1.17	0.26889	0.347693	1.38	0.26889	0
9.42	0.022	0.28	0.7826	0.828525	0.08	0.7826	0
3.72	-1.225	-9.8	0	3e-05	96.11	0	-1
4.6	0.12	1.02	0.33384	0.417723	1.03	0.33384	0
5.73	-0.23	-2.88	0.01682	0.033201	8.31	0.01682	-1
5.47	-0.586	-5.81	0.00019	0.000832	33.73	0.00019	-1
6.36	-0.182	-2.16	0.05691	0.093468	4.67	0.05691	0
6.5	-0.45	-5.56	0.00027	0.001083	30.9	0.00027	-1
6.7	-0.073	-1.02	0.33398	0.417749	1.03	0.33398	0
1.12	0.593	2.54	0.03019	0.054582	6.44	0.03019	0
6.64	-0.056	-0.8	0.44509	0.529731	0.63	0.44509	0
0.54	0.33	1.23	0.24647	0.323021	1.52	0.24647	0
3.62	-0.176	-1.46	0.1765	0.244234	2.13	0.1765	0
4.13	-0.339	-2.09	0.06398	0.103379	4.37	0.06398	0
1.06	-0.04	-0.13	0.8958	0.919299	0.02	0.8958	0
9.71	-0.034	-0.43	0.6786	0.740086	0.18	0.6786	0
6.65	0.32	4.51	0.00122	0.003676	20.37	0.00122	1
6.59	0.206	2.83	0.01825	0.035623	8.04	0.01825	1
7.02	-0.072	-1.06	0.31362	0.396653	1.13	0.31362	0
2.18	-0.015	-0.09	0.93121	0.946448	0.01	0.93121	0
1.05	1.381	6.53	8e-05	4e-04	42.61	8e-05	1
4.55	0.572	3.78	0.00382	0.009512	14.29	0.00382	1
5.49	-0.046	-0.61	0.55401	0.630014	0.38	0.55401	0
4.17	0.171	1.62	0.13821	0.199172	2.61	0.13821	0
5.68	-0.184	-2.28	0.0466	0.07873	5.2	0.0466	0
5.63	-0.213	-2.09	0.06455	0.104143	4.35	0.06455	0
4.63	-0.009	-0.09	0.92821	0.94392	0.01	0.92821	0
0.79	-0.357	-1.42	0.18758	0.256894	2.01	0.18758	0
4.43	0.318	2.37	0.04016	0.069439	5.61	0.04016	0
5.7	0.248	2.62	0.02615	0.048396	6.88	0.02615	1
6.43	-0.433	-6.13	0.00013	0.000601	37.52	0.00013	-1
7.65	0.751	8.57	1e-05	7.1e-05	73.52	1e-05	1
4.1	0.199	1.57	0.14831	0.210988	2.47	0.14831	0
1.78	-1.765	-8.73	1e-05	6.3e-05	76.28	1e-05	-1
5.89	-0.146	-1.82	0.10005	0.150646	3.31	0.10005	0
4.37	0.514	4.31	0.00164	0.00472	18.62	0.00164	1
5.38	0.21	1.84	0.09718	0.147022	3.37	0.09718	0
3.39	-0.238	-1.23	0.2481	0.324666	1.51	0.2481	0
6.26	0.129	1.52	0.1595	0.224042	2.32	0.1595	0
4.69	-1.147	-5.86	0.00018	0.000786	34.34	0.00018	-1
8.01	-0.577	-6.4	9e-05	0.000457	40.91	9e-05	-1
1.73	0.712	3.37	0.00744	0.016721	11.36	0.00744	1
7.94	0.485	7.29	3e-05	0.000196	53.2	3e-05	1
10.35	1.071	6.5	8e-05	0.000414	42.2	8e-05	1
5.22	-0.254	-3.06	0.01258	0.025944	9.34	0.01258	-1
3.08	1.326	9.28	0	4.3e-05	86.13	0	1
6.29	-0.476	-5.01	0.00058	0.002006	25.12	0.00058	-1
2.61	0.553	3.15	0.01073	0.022745	9.93	0.01073	1
5.87	-0.129	-1.33	0.21389	0.28657	1.77	0.21389	0
7.94	1.558	12.62	0	6e-06	159.26	0	1
2.38	-0.635	-4.15	0.00214	0.00588	17.19	0.00214	-1
7.26	2.255	19.18	0	1e-06	368.03	0	1
3.62	-0.337	-2.39	0.03899	0.067661	5.69	0.03899	0
1.43	1.872	7.39	3e-05	0.00018	54.65	3e-05	1
0.18	0.119	0.45	0.66075	0.7246	0.2	0.66075	0
0.24	0.505	1.39	0.19593	0.266123	1.93	0.19593	0
5.12	-0.84	-9.41	0	3.9e-05	88.52	0	-1
5.81	-0.714	-7.31	3e-05	0.000193	53.46	3e-05	-1
3.31	-0.654	-4.96	0.00063	0.002139	24.57	0.00063	-1
5.44	-0.405	-4.61	0.00105	0.003238	21.27	0.00105	-1
9.04	-0.643	-8.89	1e-05	5.6e-05	78.98	1e-05	-1
1.17	-0.244	-1.05	0.32034	0.403281	1.1	0.32034	0
5.35	0.213	1.5	0.16619	0.232065	2.24	0.16619	0
6.55	-0.218	-3.22	0.0095	0.02048	10.39	0.0095	-1
4.7	0.052	0.44	0.66637	0.729573	0.2	0.66637	0
2.35	0.281	1.32	0.21808	0.29124	1.74	0.21808	0
2.56	0.71	3.28	0.00859	0.018842	10.79	0.00859	1
6.66	-0.081	-1.06	0.31514	0.398103	1.12	0.31514	0
4.52	1.16	9.71	0	3.2e-05	94.32	0	1
4.66	0.768	7.25	3e-05	0.000203	52.62	3e-05	1
5.12	-0.279	-2.13	0.05943	0.097179	4.56	0.05943	0
0.32	-0.05	-0.18	0.85874	0.8906	0.03	0.85874	0
4.87	0.544	5.69	0.00023	0.000945	32.33	0.00023	1
3.19	0.279	1.92	0.08541	0.131744	3.67	0.08541	0
7	0.187	3.02	0.01333	0.027252	9.13	0.01333	1
1.7	-0.718	-2.2	0.05345	0.088581	4.83	0.05345	0
5.4	0.262	2.63	0.02559	0.04753	6.94	0.02559	1
4.3	-0.017	-0.17	0.86768	0.897555	0.03	0.86768	0
1.45	0.769	3.65	0.00471	0.011345	13.32	0.00471	1
1.52	0.332	1.56	0.15031	0.213269	2.44	0.15031	0
3.13	-0.444	-3.28	0.00871	0.019078	10.73	0.00871	-1
7.21	0.013	0.19	0.85692	0.889404	0.03	0.85692	0
4.62	-0.102	-0.88	0.39892	0.483022	0.78	0.39892	0
4.9	0.166	1.56	0.15155	0.214831	2.42	0.15155	0
6.76	0.21	2.99	0.014	0.028404	8.95	0.014	1
3.91	-0.189	-1.62	0.13659	0.197232	2.64	0.13659	0
0.26	1.213	3.71	0.00427	0.01044	13.77	0.00427	1
3.32	1.753	8.04	1e-05	0.000106	64.58	1e-05	1
0.57	-1.761	-7.09	4e-05	0.000237	50.23	4e-05	-1
6.47	-0.21	-2.78	0.01989	0.038328	7.75	0.01989	-1
1.36	-0.347	-1.18	0.26648	0.345036	1.39	0.26648	0
4.13	-0.127	-1	0.34019	0.424082	1.01	0.34019	0
3.71	0.313	2.39	0.03877	0.067354	5.71	0.03877	0
9.11	-0.333	-4.5	0.00124	0.003726	20.27	0.00124	-1
7.65	0.311	2.95	0.015	0.030107	8.71	0.015	1
7.57	-0.781	-4.16	0.00209	0.005772	17.3	0.00209	-1
7.14	0.206	3.12	0.01132	0.023768	9.73	0.01132	1
2.42	0.892	5.25	0.00041	0.001507	27.59	0.00041	1
5.99	0.395	1.34	0.2117	0.284216	1.79	0.2117	0
-0.33	0.559	1.59	0.14417	0.206114	2.52	0.14417	0
4.16	0.492	3.6	0.0051	0.012148	12.97	0.0051	1
4.01	-0.16	-1.38	0.19721	0.267546	1.92	0.19721	0
7.07	-0.745	-10.13	0	2.5e-05	102.52	0	-1
5.81	-0.047	-0.54	0.60457	0.674569	0.29	0.60457	0
2.46	-1.754	-10.56	0	1.9e-05	111.53	0	-1
6.66	-0.325	-4.5	0.00124	0.003735	20.25	0.00124	-1
3.46	-0.054	-0.39	0.70511	0.762737	0.15	0.70511	0
4.74	0.687	5.52	0.00028	0.001124	30.52	0.00028	1
5.8	0.382	4.26	0.00178	0.00505	18.18	0.00178	1
5.89	0.255	2.86	0.01762	0.03459	8.15	0.01762	1
1.38	0.002	0.01	0.99191	0.99387	0	0.99191	0
4.64	-1.225	-10.53	0	1.9e-05	110.91	0	-1
8.32	-0.344	-4.95	0.00064	0.002157	24.5	0.00064	-1
1.32	-0.676	-3.04	0.01281	0.026359	9.27	0.01281	-1
1.87	-0.137	-0.56	0.58865	0.661022	0.31	0.58865	0
5	1.27	7.76	2e-05	0.000133	60.18	2e-05	1
5.28	0.172	1.6	0.1425	0.204286	2.55	0.1425	0
2.04	0.543	3	0.01388	0.028206	8.98	0.01388	1
12.58	-0.094	-0.84	0.42371	0.508707	0.7	0.42371	0
1.94	-0.607	-2.52	0.03122	0.056109	6.34	0.03122	0
1.63	-4.718	-20.39	0	0	415.81	0	-1
0.55	1.014	3.9	0.00314	0.008112	15.23	0.00314	1
